#NSGA2
popsize 200
maxGen 200
numVar 12
numObj 3
numCons 1
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	200
totalTime	92.1316
firstFrontCount	6
frontCount	9
avgEvalTime	1.20997
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Obj1	Obj2	Obj3	Cons1	
 2.000000000000	 1.000000000000	 5.000000000000	 0.029087551851	111.287574340219	362.550019410318	282.055530854404	565.453299299034	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	2	
 2.000000000000	 6.000000000000	 7.000000000000	 0.942526312878	337.157659630562	90.765568418615	83.618651704465	223.328389390750	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	2.45174	0.569363	-2	0.5	
 6.000000000000	 4.000000000000	 3.000000000000	 0.821586115512	187.196373277927	193.717893891574	403.240951122319	528.549615204412	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	1	
 2.000000000000	 2.000000000000	 1.000000000000	 0.769551657662	417.954662012454	383.191490876225	391.211954230083	963.135231105012	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	2	
 1.000000000000	 7.000000000000	 4.000000000000	 0.346470554408	300.876373899080	184.903116125709	121.582770136582	681.993471578965	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-2	4	
 3.000000000000	 3.000000000000	 7.000000000000	 0.756072432454	179.707385041108	322.780944266869	394.713213906735	853.844727061096	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	3.87353	0.405339	-2	0	
 6.000000000000	 3.000000000000	 5.000000000000	 0.783484840322	161.548703430295	299.491379983876	153.313427811011	56.567125771849	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	2	
 2.000000000000	 5.000000000000	 6.000000000000	 0.006902547743	385.890440162967	409.851857376353	458.509523481952	975.845238616026	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	6.14051	0.436531	-3	0	
 7.000000000000	 7.000000000000	 7.000000000000	 0.067344188472	246.890657147056	194.377974264733	110.323426280198	177.855892714415	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	1.00619	0.686784	-0	0.5	
 3.000000000000	 3.000000000000	 2.000000000000	 0.446030958824	169.799646905222	256.593377285357	244.807397653446	296.642262576648	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	3	
 5.000000000000	 4.000000000000	 4.000000000000	 0.793023515562	417.000366357850	388.450694169290	405.165173594576	526.204080430220	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	3	
 5.000000000000	 3.000000000000	 6.000000000000	 0.267229092367	67.777836913233	183.452799889844	300.364238792161	970.620747533656	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	2	
 6.000000000000	 3.000000000000	 4.000000000000	 0.208245204973	390.772923342718	296.011412680326	210.824686835485	715.947900210475	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	4	
 4.000000000000	 6.000000000000	 5.000000000000	 0.525561251235	166.830386049725	73.026890310626	379.377558121991	206.076821372535	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	3.13569	0.798966	-3	0.5	
 6.000000000000	 6.000000000000	 6.000000000000	 0.969427855896	131.210649359848	468.769533267911	70.318344218218	278.613591023540	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	2	
 2.000000000000	 4.000000000000	 4.000000000000	 0.188271775740	195.888408560168	372.216804277465	298.817918857047	185.167652826394	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	3	
 4.000000000000	 7.000000000000	 2.000000000000	 0.732149758734	486.735254130248	323.998492413729	373.849525480513	337.614709443293	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-2	4	
 3.000000000000	 6.000000000000	 4.000000000000	 0.806632520363	405.577820760950	177.331042933960	80.739157381270	102.184191811276	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	3	
 2.000000000000	 4.000000000000	 7.000000000000	 0.660955064915	227.595848703717	166.545743971535	431.560471986745	947.803271192910	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-2	1	
 2.000000000000	 3.000000000000	 4.000000000000	 0.346977441011	193.174572442903	256.961560825601	156.152714043436	76.364435710040	 0.000000000000	 0.000000000000	 0.000000000000	 0.000000000000	10	1	-3	1	
