#NSGA2
popsize 50
maxGen 200
numVar 6
numObj 3
numCons 1
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	50
totalTime	31.0847
firstFrontCount	12
frontCount	5
avgEvalTime	0.621016
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Obj3	Cons1	
 1.000000000000	 0.752914143117	338.652551305905	572.993492085769	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.115814113693	587.730700927552	662.215569228784	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.753001454749	733.338779237355	420.706954702123	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.423219974167	191.429369786198	187.830420246078	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.423198035804	828.119938192413	396.024825224623	 0.000000000000	 0.000000000000	10	1	-1	2	
 1.000000000000	 0.654566847242	618.411770143275	607.341490401265	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.842666706995	527.150520601136	308.527614426492	 0.000000000000	 0.000000000000	3.11866	0.806923	-1	0.5	
 1.000000000000	 0.141193716485	701.868547463359	692.859596298258	 0.000000000000	 0.000000000000	10	1	-1	2	
 2.000000000000	 0.613746075130	938.999790408745	695.274543153807	 0.000000000000	 0.000000000000	2.36596	0.299377	-0	0	
 1.000000000000	 0.718269243779	319.076288604242	231.108685148675	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.229517030137	773.055141679067	353.752243883957	 0.000000000000	 0.000000000000	1.61686	0.440236	-0	0	
 1.000000000000	 0.077153453386	545.348466597302	438.487002460685	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.635509114574	406.181474443588	770.279718507520	 0.000000000000	 0.000000000000	2.55857	0.290616	-0	0	
 2.000000000000	 0.957209191811	874.071250548919	388.326109793858	 0.000000000000	 0.000000000000	1.07136	0.675295	-0	0.5	
 2.000000000000	 0.999124758437	549.454628535351	345.609745393796	 0.000000000000	 0.000000000000	0.766485	0.761079	-0	0.5	
 1.000000000000	 0.415730733173	245.806756415358	324.749779397048	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.452723853743	573.909918987299	551.038712612982	 0.000000000000	 0.000000000000	2.10024	0.33581	-0	0	
 1.000000000000	 0.618350228921	795.454770390118	356.354609373836	 0.000000000000	 0.000000000000	10	1	-1	2	
 1.000000000000	 0.479240666789	494.386918061148	329.703576277251	 0.000000000000	 0.000000000000	2.22624	0.395079	-1	0	
 1.000000000000	 0.252521965016	115.946225589640	505.672740174240	 0.000000000000	 0.000000000000	2.52303	0.422032	-1	0	
 1.000000000000	 0.258496836585	812.138244129150	754.641901161008	 0.000000000000	 0.000000000000	10	1	-1	2	
 1.000000000000	 0.526943660708	352.548964547416	467.548684115013	 0.000000000000	 0.000000000000	2.56855	0.288718	-1	0	
 1.000000000000	 0.002529694478	465.992224586947	351.655901950013	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.721260914709	557.727507672150	393.333246476996	 0.000000000000	 0.000000000000	1.52584	0.428712	-0	0	
 2.000000000000	 0.924728143195	362.571087405008	528.394811562976	 0.000000000000	 0.000000000000	1.31403	0.61332	-0	0.5	
 1.000000000000	 0.877592539852	957.844339368168	103.945094429012	 0.000000000000	 0.000000000000	10	1	-1	2	
 2.000000000000	 0.117014790611	739.461487649128	187.974764723186	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.195987912666	134.045341780413	844.792030876691	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.504073009157	546.387578202233	878.393290330084	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.663637726947	552.420092703089	839.876473177665	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.092593643794	535.189839656357	389.617437118353	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.026460683984	765.559484752014	392.396471268965	 0.000000000000	 0.000000000000	10	1	-1	2	
 2.000000000000	 0.748631965670	458.124238300410	562.702919732571	 0.000000000000	 0.000000000000	1.98987	0.381131	-0	0	
 2.000000000000	 0.728590066738	274.716762592062	509.403413871410	 0.000000000000	 0.000000000000	1.84384	0.385793	-0	0	
 2.000000000000	 0.165432979536	545.701564985721	333.257526764733	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.534400622572	182.459346824345	605.379685920909	 0.000000000000	 0.000000000000	2.26288	0.335003	-1	0	
 2.000000000000	 0.671617075905	874.614265736420	596.734941716911	 0.000000000000	 0.000000000000	2.08311	0.332339	-0	0	
 2.000000000000	 0.452762805574	244.554315668025	313.493584415080	 0.000000000000	 0.000000000000	1.45924	0.433069	-0	0	
 2.000000000000	 0.236655835136	940.172440579626	733.068059306873	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.449255150534	990.974617147062	184.253331507265	 0.000000000000	 0.000000000000	1.15247	0.511965	-0	0.5	
 2.000000000000	 0.631511658819	655.404388462519	679.176011626058	 0.000000000000	 0.000000000000	2.31037	0.303028	-0	0	
 2.000000000000	 0.241307617888	553.657457874765	821.126654181971	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.403123150965	926.414403956172	647.192248142030	 0.000000000000	 0.000000000000	10	1	-1	2	
 1.000000000000	 0.385385927547	890.447602367791	599.522298613734	 0.000000000000	 0.000000000000	10	1	-1	2	
 2.000000000000	 0.088962629143	430.124938635256	945.957182466340	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.780330797205	461.717012448758	897.810324962914	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.381709541909	512.277085821809	746.006451188495	 0.000000000000	 0.000000000000	3.38396	0.317826	-1	0	
 1.000000000000	 0.377705712617	157.554842326843	984.431758390674	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.688654393677	539.185031862865	421.611814757558	 0.000000000000	 0.000000000000	1.60332	0.405781	-0	0	
 2.000000000000	 0.957502087527	268.304652701933	793.184315804281	 0.000000000000	 0.000000000000	10	1	-0	1	



