#NSGA2
popsize 50
maxGen 200
numVar 6
numObj 3
numCons 1
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	50
totalTime	17.2414
firstFrontCount	9
frontCount	5
avgEvalTime	1.16003
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Obj3	Cons1	
 1.000000000000	 0.177772708066	383.481524208284	233.493822227646	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.311958900610	578.516020126041	344.748938046783	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.249908282115	295.001287420585	351.266438143931	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.166120268631	380.531476511961	421.201582376807	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.382003579249	876.621233354080	733.696737691455	 0.000000000000	 0.000000000000	10	1	-1	2	
 1.000000000000	 0.304004799551	850.816585347237	523.585822874297	 0.000000000000	 0.000000000000	10	1	-1	2	
 2.000000000000	 0.718680326572	755.739505096272	776.905925263434	 0.000000000000	 0.000000000000	2.57673	0.500922	-0	0.5	
 2.000000000000	 0.992658511084	794.307138180005	689.626112656209	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.350618999749	938.013532987317	518.646441889376	 0.000000000000	 0.000000000000	2.06862	0.350769	-0	0	
 1.000000000000	 0.548763284210	338.759477047819	659.549393968585	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.754247975010	723.652297813985	711.565302740811	 0.000000000000	 0.000000000000	2.39771	0.357939	-0	0	
 2.000000000000	 0.339826862992	190.676812262181	999.566484255352	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.910509249649	520.434453228403	593.894851699045	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.177041467056	448.393748281798	286.769286794728	 0.000000000000	 0.000000000000	2.09774	0.409023	-1	0	
 2.000000000000	 0.712201369448	128.012393031005	627.192704171364	 0.000000000000	 0.000000000000	2.16656	0.3416	-0	0	
 2.000000000000	 0.758617496665	314.699216820796	735.359297460649	 0.000000000000	 0.000000000000	1.9242	0.551305	-0	0.5	
 1.000000000000	 0.213969592203	316.740766008906	320.561789210592	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.199394720779	774.899714887824	761.654142717649	 0.000000000000	 0.000000000000	10	1	-1	2	
 1.000000000000	 0.949118341082	118.305615595501	215.220740345970	 0.000000000000	 0.000000000000	10	1	-1	2	
 2.000000000000	 0.956947946182	593.250842167733	202.887234370220	 0.000000000000	 0.000000000000	1.00407	0.682392	-0	0.5	
 2.000000000000	 0.702633401326	797.009681606122	103.474974266767	 0.000000000000	 0.000000000000	0.876676	0.649309	-0	0.5	
 2.000000000000	 0.154609285841	754.662612033941	239.222834361531	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.100326439273	347.905263702610	747.671503694709	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.961558953504	671.875944292748	818.622206694857	 0.000000000000	 0.000000000000	10	1	-1	1	
 2.000000000000	 0.301298344386	745.299959736468	391.103863408608	 0.000000000000	 0.000000000000	1.71919	0.411632	-0	0	
 2.000000000000	 0.530876370068	480.030614656954	472.185855357707	 0.000000000000	 0.000000000000	1.83376	0.370429	-0	0	
 2.000000000000	 0.314917133025	245.239112911284	175.326493023028	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.859597965578	240.848174278119	420.654228322019	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.798290554127	347.763169745882	134.549150114401	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.111118769445	176.511539271067	610.262998405042	 0.000000000000	 0.000000000000	2.5926	0.475135	-1	0	
 2.000000000000	 0.188703471183	253.167306095874	249.231430810855	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.302319937052	339.136672774310	301.699701229757	 0.000000000000	 0.000000000000	1.47425	0.446342	-0	0	
 2.000000000000	 0.035236079979	566.126728540173	982.817797131618	 0.000000000000	 0.000000000000	10	1	-0	1	
 1.000000000000	 0.378487231400	171.227555653152	941.500925139107	 0.000000000000	 0.000000000000	3.61956	0.258339	-1	0	
 2.000000000000	 0.771585403271	746.177424533584	372.819822467383	 0.000000000000	 0.000000000000	1.46964	0.464329	-0	0	
 2.000000000000	 0.161693077415	358.708485452175	497.968028595987	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.129581388856	801.721068665883	847.817487872332	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.973964969154	760.584425045662	704.999924324281	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.152354664489	242.025428205596	906.429526879832	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.035258479876	434.423989720171	133.398505126814	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.177310468847	784.037811470668	581.165826000537	 0.000000000000	 0.000000000000	10	1	-0	1	
 2.000000000000	 0.889596409481	861.282733872977	371.773208478853	 0.000000000000	 0.000000000000	1.46678	0.558621	-0	0.5	
 1.000000000000	 0.111124422844	848.686650749400	691.714094682635	 0.000000000000	 0.000000000000	10	1	-1	1	
 1.000000000000	 0.198951786557	186.242120966207	391.875565553811	 0.000000000000	 0.000000000000	10	1	-1	1	
